Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,anomaly
00345114,711970,,0,0,0,0,F,,215,215.0,Z001,Y9,160,128301,1,E13,3000,,5300193837.0,0.0,1,84,080100000,ST,0
24721900,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300252195.0,0.0,1,42,010402000,ST,0
24244502,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,100,,2100,,5300093662.0,0.0,1,56,010102000,ST,0
60039084,709641,,0,0,0,0,F,,215,215.0,Z001,Y6,2490,77055,100,E11,2100,,5300414327.0,0.0,1,56,100100000,ST,0
24353202,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300245192.0,0.0,1,999,10103000,ST,0
24913700,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300255431.0,0.0,1,42,550100000,ST,0
23323202UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300233095.0,0.0,1,42,10102000,ST,0
60066320,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300433102.0,0.0,1,70,10401000,ST,0
60026594,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,10,1911,1,E11,2000,,5300378315.0,0.0,1,84,080100000,ST,0
24933302UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300256016.0,0.0,1,999,60100000,ST,0
60017269,704926,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300363826.0,0.0,1,42,10401000,ST,0
00120434,706985,,0,0,0,0,F,,708,708.0,Z010,Y2,50,640,1,E13,2100,,5300096163.0,0.0,1,42,070400000,ST,0
24901901,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,340,24619,100,,2100,,5300159187.0,0.0,1,28,010202000,ST,0
95173005,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2000,,5300154124.0,0.0,1,105,110400000,ST,0
60047010,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300410277.0,0.0,1,70,10402000,ST,0
25499805,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300259897.0,0.0,1,999,10100000,ST,0
04000789,714785,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2100,,5300425742.0,0.0,1,14,LEEB,ST,0
04001564,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,100,E11,2000,,5300120677.0,0.0,1,14,070300000,ST,0
00360738,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,,,1,21,140100000,ST,0
60092167,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E13,2100,,5300524829.0,0.0,1,28,10102000,ST,0
34529003UB,2100,,0,0,0,0,F,41.0,203,203.0,Z012,Z4,0,0,100,,3000,2000.0,5300199589.0,0.0,1,210,010102000,ST,0
31163402,700000,,0,0,0,0,F,,723,723.0,Z001,X3,10,315,100,E20,2000,,5300091350.0,0.0,1,28,010102000,ST,0
00381097,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,40,21178,1,,3000,3000.0,5300214070.0,0.0,1,84,070100000,ST,0
04100529,701112,,0,0,0,0,F,,206,206.0,Z001,Z2,500,1672,100,,2000,,5300104138.0,0.0,1,14,090300000,ST,0
32303800UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z2,0,0,1,,3000,3000.0,5300273281.0,0.0,1,35,10401000,ST,0
80661711,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300144679.0,0.0,1,14,520100000,ST,0
60106029,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,170,7456,100,E11,2000,,5300524124.0,0.0,1,14,520100000,ST,0
00350163,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300149094.0,0.0,1,21,140200000,ST,0
28230100,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300405595.0,0.0,1,42,10403000,ST,0
00347085,706888,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2000,,5300156092.0,0.0,1,10,080600000,ST,1
04008473,700699,,0,0,0,0,F,,272,272.0,Z012,Y5,60,38978,1,E13,3000,,5300191559.0,0.0,1,21,00,ST,0
496200,700185,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300049908.0,0.0,1,42,130300000,ST,0
00110223,2100,,0,0,0,0,F,41.0,203,203.0,Z003,U0,730,109062,1,,2800,2800.0,5300523895.0,0.0,1,77,070600000,ST,0
23970801,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300240529.0,0.0,1,999,10301000,ST,0
60034165,708978,,0,0,0,0,F,,206,206.0,Z001,Z7,2900,84877,100,,2000,,5300385136.0,0.0,1,30,530300000,ST,1
04003243,713050,,0,0,0,0,F,,703,703.0,Z001,Z7,0,0,100,,2000,,5300373050.0,0.0,1,21,530000000,ST,1
95183458,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z1,0,0,1,,3000,3000.0,5300311583.0,0.0,1,999,60100000,ST,0
95100843UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z5,0,0,100,,2100,,5300062863.0,0.0,1,30,10102000,ST,0
60066388,709641,,0,0,0,0,F,,278,278.0,Z012,Z7,1220,38883,100,,3000,,5300434201.0,0.0,1,56,090000000,ST,1
95173550,703002,,0,0,0,0,F,,208,208.0,Z001,Y2,0,0,1,E11,2000,,5300162866.0,3.0,1,999,010403000,ST,0
36021073,1900,,0,0,0,0,F,,272,272.0,Z012,Z1,20,924,100,,3000,,5300178015.0,0.0,1,56,100202000,ST,0
34748703,2000,,0,0,0,0,F,40.0,233,233.0,Z011,Y4,0,0,100,E15,2100,2100.0,5300283966.0,0.0,1,3,010301000,ST,0
60107498,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300541524.0,0.0,1,999,530100000,ST,1
00120585,705086,,0,0,0,0,F,,708,708.0,Z001,Y9,0,0,1,E15,2100,,5300170737.0,0.0,1,42,070400000,ST,0
04000354,706807,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300105594.0,0.0,1,21,100201000,ST,1
28260713,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300264888.0,0.0,1,999,010102000,ST,0
24321104,1000,,0,0,0,0,F,,991,991.0,Z008,TB,60,12987,1,,3000,,5300394586.0,0.0,1,3,060100000,ST,0
00310658,700535,,0,0,0,0,F,,208,208.0,Z001,Y2,0,0,1,E13,2100,,5300003260.0,0.0,1,28,090300000,ST,0
60013560,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,210,4851,100,E11,2000,,5300367964.0,0.0,1,14,520100000,ST,0
28300700UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300265298.0,0.0,1,56,10402000,ST,0
24559200UB,701805,,0,0,0,0,F,,211,211.0,Z010,Y3,0,0,1,E11,2100,,5300080166.0,0.0,1,42,10401000,ST,0
23694300UB,702399,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,1,E14,2100,,5300118561.0,0.0,1,42,10401000,ST,0
24903913,2000,,0,0,0,0,F,40.0,233,233.0,Z001,Z1,1600,87783,100,,2100,2100.0,5300255287.0,0.0,1,28,060200000,ST,0
04002023,706854,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300106301.0,0.0,1,14,100300000,M,1
00190354,709277,,0,0,0,0,F,,203,203.0,Z001,Y4,20,628,1,E15,2000,,5300175468.0,0.0,1,21,110500000,ST,0
60119679,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300543596.0,0.0,1,30,520200000,ST,0
00310625,700131,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300003111.0,0.0,1,112,550100000,ST,0
04006203,1900,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,100,,2100,,5300151353.0,0.0,1,3,530700000,ST,1
60019201,702686,,0,0,0,0,F,,215,215.0,Z003,Y6,0,0,1,E13,3000,,5300527537.0,0.0,1,84,080100000,ST,0
96163034,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300134647.0,0.0,1,56,010502000,ST,0
00111371,700000,,0,0,0,0,F,,723,723.0,Z001,X3,2440,9296,100,E20,2000,,5300175577.0,0.0,1,42,010502000,ST,0
00130036,704199,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300060528.0,0.0,1,28,070200000,ST,1
01500700UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300029331.0,0.0,1,42,10401000,ST,0
28145300UB,704926,5500000066.0,20,42,42,42,F,,723,723.0,Z008,Z1,450,1036371,1,,2100,,5300112749.0,0.0,1,42,10402000,ST,0
24018916,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,100,,2100,,5300186990.0,0.0,1,28,010502000,ST,0
60028874,701805,,0,0,0,0,F,,211,211.0,Z010,Y3,0,0,1,E11,2100,,5300408344.0,0.0,1,42,10305000,ST,0
29230900,702225,,0,0,0,0,F,30.0,213,213.0,Z008,TB,0,0,1,,2100,,5300039090.0,3.0,1,63,010403000,ST,0
90230297,708008,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300191899.0,0.0,1,30,520200000,ST,0
00311253,703080,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E13,2000,,5300155381.0,0.0,1,70,110200000,ST,0
24072205UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300374710.0,0.0,1,42,10102000,ST,0
00230329,702565,,0,0,0,0,F,,206,206.0,Z003,Y6,0,0,100,E15,2000,,5300174283.0,0.0,1,70,090400000,ST,0
95177030,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,0,0,1,,3000,,5300392125.0,0.0,1,35,070100000,ST,0
95080237,702225,,0,0,0,0,F,,223,223.0,Z012,Z5,240,46028,1,,3000,,5300055913.0,0.0,1,42,010401000,ST,0
60013523,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300367989.0,0.0,1,14,520100000,ST,0
04006731,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,100,1205,100,E11,3000,,5300143882.0,0.0,1,49,100202000,ST,0
04103918,713050,,0,0,0,0,F,,703,703.0,Z001,Z7,0,0,100,,2000,,5300373092.0,0.0,1,14,090300000,ST,0
00393915,2000,,0,0,0,0,F,40.0,206,206.0,Z001,Z7,0,0,1,,2700,2700.0,5300216109.0,0.0,1,10,530300000,ST,0
00120942,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,2700.0,5300202527.0,0.0,1,42,070400000,ST,0
60055832,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300421835.0,0.0,1,22,10102000,ST,0
36940334,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300291829.0,0.0,1,999,10102000,ST,0
60024738,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,2000,,5300496331.0,0.0,1,28,10102000,ST,0
00360073,700020,5500001578.0,10,4,4,60,F,,708,708.0,Z011,X4,270,1552,100,E20,2000,,5300016262.0,0.0,1,4,140100000,ST,0
30960024,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,0,0,1,E11,3000,,5300137242.0,0.0,1,999,550100000,ST,0
00110531,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,560,297216,1,E11,3000,3000.0,5300130855.0,0.0,1,90,070600000,ST,0
23286600UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300082626.0,0.0,1,42,10401000,ST,0
33101201,2000,,0,0,0,0,F,72.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300273490.0,0.0,1,42,10302000,ST,0
60103169,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300506932.0,0.0,1,30,520200000,ST,0
00390153,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y4,10,2772,1,E13,3000,3000.0,5300161834.0,0.0,1,28,530400000,ST,1
95153005UB,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y2,0,0,1,E11,3000,3000.0,5300307059.0,0.0,1,42,10103000,ST,0
34892805,2000,,0,0,0,0,F,40.0,221,221.0,Z001,Z5,920,17094,100,,2100,2700.0,5300285844.0,0.0,1,3,010102000,ST,0
24370102,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300245687.0,0.0,1,999,10103000,ST,0
60038598,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300420663.0,0.0,1,42,10401000,ST,0
00393985,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300499934.0,0.0,1,999,530104000,ST,0
60046747,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,100,E98,3000,,5300409253.0,0.0,2,14,140100000,ST,0
24555900UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,100,,3000,3000.0,5300248477.0,0.0,1,42,010401000,ST,0
00385506,700783,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2100,,5300073544.0,0.0,1,21,120000000,ST,0
04001516,700914,,0,0,0,0,F,,278,278.0,Z012,Z7,390,16443,100,,3000,,5300106021.0,0.0,1,14,090100000,ST,1
60006293,700000,,0,0,0,0,F,,279,279.0,Z012,Y4,10,79,100,E13,3000,,5300552390.0,0.0,1,28,010102000,ST,0
28192801,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300116007.0,0.0,1,3,010304000,ST,0
04004410,701348,,0,0,0,0,F,,279,279.0,Z001,Y4,40,100742,1,E15,3000,,5300107775.0,0.0,1,84,090300000,ST,0
23981800UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300240794.0,0.0,1,42,10401000,ST,0
00120072,702258,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300005485.0,0.0,2,14,070400000,ST,1
00330415,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2000,,5300095046.0,0.0,1,21,110400000,ST,0
24552400UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300063527.0,0.0,1,35,10401000,ST,0
31265810,700546,,0,0,0,0,F,,206,206.0,Z001,Z1,70,15236,1,,2000,,5300383341.0,0.0,1,30,140700000,ST,0
04003211,706822,,0,0,0,0,F,,996,998.0,Z001,Z1,0,0,100,,2100,,5300107063.0,0.0,1,999,100201000,ST,0
29181801UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,TB,0,0,1,,3000,3000.0,5300265585.0,0.0,1,28,10405000,ST,0
23794300,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300237975.0,0.0,1,10,550100000,ST,0
60055811,715646,,0,0,0,0,F,,728,728.0,Z010,Y3,0,0,100,E11,2000,,5300470426.0,0.0,1,28,10102000,ST,0
60048943,715646,,0,0,0,0,F,,728,728.0,Z010,Y3,110,6875,100,E13,2100,,5300505882.0,0.0,1,28,010502000,ST,0
28300302,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300265292.0,0.0,1,999,10304000,ST,0
60075534,715646,,0,0,0,0,F,,228,228.0,Z010,Y2,0,0,1,E11,3000,,5300507122.0,0.0,1,28,10102000,ST,0
34272202,2100,,0,0,0,0,F,41.0,233,233.0,Z011,Y4,720,137509,1,E13,2000,3000.0,5300199296.0,0.0,1,3,060100000,ST,0
23885510,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,940,10766,1,,3000,3000.0,5300180852.0,0.0,1,182,140200000,ST,0
60076869,700151,,0,0,0,0,F,,233,233.0,Z001,Z1,1840,42913,100,,2000,,5300461002.0,0.0,1,999,060100000,ST,0
00345480,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y6,500,889,100,E13,3000,3000.0,5300210778.0,0.0,1,84,080600000,ST,0
04000776,700537,,0,0,0,0,F,,276,276.0,Z012,Y4,100,55952,1,E13,3000,,5300105701.0,0.0,1,70,070600000,ST,0
489309,700185,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300049088.0,0.0,1,21,130000000,ST,0
60026256,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z1,0,0,100,,3000,3000.0,5300378023.0,0.0,1,999,00,ST,0
60115901,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300536328.0,0.0,1,10,00,ST,0
00120249,706985,,0,0,0,0,F,,708,708.0,Z011,Y9,850,68009,1,E13,2000,,5300359344.0,0.0,1,42,070400000,ST,0
00346153,702686,,0,0,0,0,F,,215,215.0,Z003,Y6,0,0,1,E13,2100,,5300081948.0,0.0,1,84,080100000,ST,0
33652420,700909,,0,0,0,0,F,,233,233.0,Z001,Y3,0,0,1,E15,2100,,5300051126.0,0.0,1,21,060100000,ST,0
80430188,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,0,0,100,E11,3000,3000.0,5300295048.0,0.0,1,999,520100000,ST,0
04007962,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300225245.0,0.0,1,999,80400000,ST,0
00131180,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,0,0,1,E11,3000,3000.0,5300203317.0,0.0,1,56,70200000,ST,0
00311330,702750,,0,0,0,0,F,,203,203.0,Z011,Y5,0,0,1,E15,2100,,5300120454.0,0.0,1,210,030202000,ST,0
23701405,2100,,0,0,0,0,F,41.0,723,723.0,Z001,Z6,0,0,100,,3000,3000.0,5300432616.0,0.0,1,42,010102000,ST,0
24039400,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300146913.0,0.0,1,35,010401000,ST,0
25020942,2000,,0,0,0,0,F,,996,998.0,Z012,Z4,0,0,1,,3000,3000.0,5300257248.0,0.0,1,999,010102000,ST,0
95154389,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300151813.0,0.0,1,28,010102000,ST,0
90230298,708008,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,3000,,5300191950.0,0.0,1,30,520200000,ST,0
00310432,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,310,9965,1,,3000,,5300001640.0,0.0,1,14,110400000,ST,0
95152146,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300307009.0,0.0,1,999,550100000,ST,0
34498408,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300405754.0,0.0,1,42,010102000,ST,0
80740105,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,206,100,E11,2100,,5300114411.0,0.0,1,14,520100000,ST,0
00347048,702779,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300155028.0,0.0,1,21,120000000,ST,0
34446006,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300075300.0,0.0,1,28,010103000,ST,0
96142084,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300111093.0,0.0,1,42,010402000,ST,0
00270467,703550,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300011695.0,0.0,40,56,100202000,ST,1
60041979,708534,,0,0,0,0,F,,228,228.0,Z010,Z3,0,0,1,,2000,,5300443853.0,0.0,1,56,10403000,ST,0
34769300,2000,,0,0,0,0,F,40.0,223,223.0,Z001,Z5,0,0,1,,3000,3000.0,5300284438.0,0.0,1,56,10403000,ST,0
01214152,700461,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300176401.0,0.0,1,30,100400000,ST,0
28069500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300262086.0,0.0,1,42,00,ST,0
24767006UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300253717.0,0.0,1,999,60100000,ST,0
01551201UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300030935.0,0.0,1,28,10102000,ST,0
60076424,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,0,0,1,E15,2100,,5300459236.0,0.0,1,42,070400000,ST,0
34289101UB,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Z2,0,0,1,,3000,3000.0,5300278287.0,0.0,1,42,10401000,ST,0
23659000,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300236025.0,0.0,1,365,550100000,ST,0
23824401,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300238459.0,0.0,1,999,10305000,ST,0
00341479,706838,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300102588.0,0.0,1,14,080600000,ST,1
60095025,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300500148.0,0.0,1,10,00,ST,0
23777800UB,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2100,,5300435070.0,0.0,1,56,10403000,ST,0
24309406,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300244526.0,0.0,1,28,10103000,ST,0
00230266,701218,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E15,2000,,5300061727.0,0.0,1,30,140700000,ST,0
C1023986,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E13,2000,,5300048175.0,0.0,1,21,060200000,ST,0
24932604UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300255966.0,0.0,1,999,10102000,ST,0
00120187,706985,,0,0,0,0,F,,208,208.0,Z001,Y9,140,875,1,E13,2700,,5300359334.0,0.0,1,42,070400000,ST,0
24952202UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300256475.0,0.0,1,999,10102000,ST,0
00360179,701806,5500006828.0,10,4,4,60,F,,708,708.0,Z011,V5,3130,10423,100,E98,3000,,5300174252.0,0.0,2,56,140100000,ST,0
24442200,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300355799.0,0.0,1,999,00,ST,0
00370269,700020,,0,0,0,0,F,,208,208.0,Z011,X4,750,1162,100,E20,2000,,5300002653.0,0.0,1,12,140100000,ST,0
60077636,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300462337.0,0.0,1,20,010102000,ST,0
21460500UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300191378.0,0.0,1,42,10403000,ST,0
82011467,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,30,10915,1,,3000,3000.0,5300298344.0,0.0,1,42,070500000,ST,0
23596400,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300412565.0,0.0,1,999,550100000,ST,0
95130225,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300304957.0,0.0,1,42,10103000,ST,0
00346951,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,110,801,100,E11,2000,,5300152426.0,0.0,1,84,080100000,ST,0
23780800UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z3,0,0,1,,2100,,5300022431.0,0.0,1,56,10405000,ST,0
33125105,703512,,0,0,0,0,F,40.0,992,992.0,Z003,Z1,0,0,1,,2100,,5300043336.0,0.0,2,2,060100000,ST,1
28160401UB,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300036696.0,0.0,1,21,10103000,ST,0
34183800,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,10,12374,1,,3000,3000.0,5300277355.0,0.0,1,42,010401000,ST,0
60014823,702225,,0,0,0,0,F,,213,213.0,Z004,TB,520,1785836,1,,2000,,5300371490.0,0.0,1,63,550100000,ST,0
00360466,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,1,E98,2100,,5300393706.0,0.0,2,14,140100000,ST,0
23241801,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300021401.0,0.0,1,21,010302000,ST,0
24650800,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300198490.0,0.0,1,42,10403000,ST,0
28022902UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300261444.0,0.0,1,42,10102000,ST,0
82015203UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300073807.0,0.0,1,28,10102000,ST,0
23574500,701831,,0,0,0,0,F,,206,206.0,Z001,Z1,450,59675,1,,2000,,5300162645.0,0.0,1,30,140700000,ST,1
60027338,701306,,0,0,0,0,F,,232,232.0,Z001,Z1,0,0,1,,2000,,5300382648.0,0.0,1,999,30202000,ST,1
60025380,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300377108.0,0.0,1,70,10100000,ST,0
36020242,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,110,3624,1,E15,3000,,5300102604.0,0.0,1,35,010502000,ST,0
24242601,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y2,0,0,1,E12,3000,3000.0,5300243814.0,0.0,1,105,140400000,ST,0
04007146,701348,,0,0,0,0,F,,279,279.0,Z001,Y4,50,78642,1,E15,3000,,5300157880.0,0.0,1,90,090300000,ST,0
34448503UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300280010.0,0.0,1,28,10102000,ST,0
60056134,715646,,0,0,0,0,F,,998,998.0,Z010,Y2,0,0,100,E13,2100,,5300460184.0,0.0,1,28,010102000,ST,0
60008477,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z5,0,0,1,,3000,3000.0,5300412814.0,0.0,1,999,0,ST,0
27035007UB,702225,,0,0,0,0,F,72.0,213,213.0,Z008,Z2,0,0,1,,2100,,5300057748.0,0.0,1,56,10301000,ST,0
23583700UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300175148.0,0.0,1,28,10401000,ST,0
60105853,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529891.0,0.0,1,10,00,ST,0
36020542,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300150537.0,0.0,1,5,010102000,ST,0
