Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm,anomaly_normal
00270366,709310.0,5500000194.0,20.0,21.0,21,91,F,,708,708.0,Z011,Y2,4780.0,211257.0,44.19602510460251,1.0,E13,2000.0,,5300156990.0,0.0,15,21,90300000,ST,0.0,d505597168454ecab14cc466af67d7d3,"Vertrag Fix1, Gesamtbestand, Vertragsposition OB, WE_Bearbeitungszeit, Vertrag_Fix2","IForest, ECOD, COPOD",1.0
60036556,2000.0,,0.0,0.0,0,0,F,,215,215.0,Z012,Z1,30.0,7899.0,263.3,1.0,,3000.0,,,,1,84,80100000,ST,0.0,f9d94fd2e0614ba98297e19984c2ead7,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
00346032,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y2,30.0,61741.0,2058.0333333333333,1.0,E13,2100.0,,,,1,84,80100000,ST,0.0,212ed32d933c4df6b7b275f21e0f8308,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
00341661,715521.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Y3,0.0,0.0,0.0,1.0,E13,2000.0,,,,1,56,80300000,ST,0.0,ca572f62054e4b57ade9749ba9448617,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
00345192,711970.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Y2,0.0,0.0,0.0,1.0,E13,2100.0,,,,1,84,80900000,ST,0.0,295a58a0eaf444c3993c4ec60c142786,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
00346300,715691.0,4600012453.0,10.0,98.0,0,0,F,,215,215.0,Z001,Y5,8390.0,2594492.0,309.2362336114422,1.0,E11,2000.0,,5300454578.0,0.0,1,98,80400000,ST,0.0,5325c9196a2147fa9dfaebfe283748ff,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
00346525,715521.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y4,0.0,0.0,0.0,1.0,E13,2100.0,,,,1,3,80300000,ST,0.0,30956adb532543c590c9c614b6e5684a,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
60034277,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Z1,540.0,1072668.0,1986.4222222222224,1.0,,3000.0,3000.0,5300504092.0,0.0,1,84,80300000,ST,0.0,4cafed484f964b64883eeafd8bc4e84a,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
00345265,711970.0,5500002135.0,20.0,150.0,150,150,F,,715,715.0,Z001,Y5,4240.0,1782099.0,420.3063679245283,1.0,E13,2000.0,,5300193915.0,0.0,1,84,80100000,ST,0.0,1c0832bc582d43b2bc7f6fe331ff8fd2,"Vertrag Fix1, Disponent, Gesamtbestand, Gesamtwert, Vertragsposition OB, Planlieferzeit Vertrag, Vertrag_Fix2, Einkäufer","kNN, IForest, ECOD, COPOD",0.0
00230015,712009.0,5500004673.0,10.0,14.0,14,112,F,,715,715.0,Z001,Y2,2540.0,5283.0,2.07992125984252,1.0,E13,2000.0,,5300194578.0,0.0,1,14,90400000,ST,0.0,591944f4124a48ecb68817c834102734,"Dispolosgröße, Kalender, Disponent, Warengruppe",IForest,0.0
01506500,700000.0,4600012810.0,10.0,42.0,0,0,F,,223,223.0,Z001,X9,990.0,2617565.0,2644.0050505050503,1.0,E20,2000.0,,5300425566.0,0.0,1,42,550100000,ST,0.0,5c2d9247920a4ed28bcf173e28355d72,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
60008641,715408.0,4600012085.0,20.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,20.0,605886.0,30294.3,1.0,,2000.0,,5300436537.0,3.0,1,56,10403000,ST,0.0,e12e0c8a64e54b30942d75c4f04fe5a1,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
34941500,715408.0,4600012887.0,50.0,56.0,0,0,F,,223,223.0,Z004,TB,30.0,919788.0,30659.6,1.0,,2100.0,,5300436350.0,0.0,1,56,10403000,ST,0.0,0fbd52ac51a44106b3801af66c8e9ecb,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
34686000,715408.0,4600012134.0,60.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,30.0,1178955.0,39298.5,1.0,,2000.0,,5300436124.0,3.0,1,56,10403000,ST,0.0,e44e1cbe52374823a01223f6b7955e8b,"Gesamtwert, Vertragsposition OB, DispoGruppe, Planlieferzeit Vertrag, Vertrag OB","kNN, IForest, ECOD, COPOD",1.0
60044273,709741.0,5500008557.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,V9,100.0,86106.0,861.06,1.0,E18,2100.0,,5300408326.0,3.0,1,42,10402000,ST,0.0,2ab0caa7e2f04ecd8e856d57dad0cba6,"Dispolosgröße, Planlieferzeit Vertrag, Kalender, Vertrag Fix1","IForest, ECOD, COPOD",1.0
23255700,714899.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Y6,130.0,2809078.0,21608.292307692307,1.0,E14,2100.0,,5300467250.0,0.0,1,56,10403000,ST,0.0,ebdbdde101be4b8894cf835e66d2f7a6,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23255100,714899.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Y6,130.0,2539142.0,19531.861538461537,1.0,E14,2100.0,,5300545754.0,0.0,1,42,10403000,ST,0.0,61fbf6fbeb2b4c8ca76f614aca40dac1,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
24044400,702225.0,5500008917.0,10.0,42.0,42,112,F,30.0,213,213.0,Z004,TB,3640.0,5901896.0,1621.4,1.0,,2100.0,,5300185985.0,3.0,1,63,550100000,ST,0.0,7cf39ba3a6424b63b0e033111e4fda8a,"Vertrag Fix1, Gesamtbestand, Gesamtwert, Planlieferzeit Vertrag, DispoGruppe, Vertrag_Fix2","kNN, IForest, ECOD, COPOD",1.0
60045433,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,400.0,2047951.0,5119.8775,1.0,,2000.0,,5300413999.0,0.0,1,56,10402000,ST,0.0,044a566ddc9745a99468dd4a7d5d36ea,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
60031306,702225.0,5500006584.0,10.0,42.0,42,112,F,30.0,213,213.0,Z008,TB,0.0,0.0,0.0,1.0,,2100.0,,5300389522.0,3.0,1,42,10403000,ST,0.0,e8373fbf8d2f4f3db250bd562d55ce07,"Sonderbeschaffungsart, DispoGruppe, Disponent, Infosatztyp",IForest,0.0
60026566,702225.0,5500006575.0,10.0,42.0,42,98,F,,213,213.0,Z004,TB,380.0,1987825.0,5231.118421052632,1.0,,2100.0,,5300378752.0,0.0,1,42,550100000,ST,0.0,9c6c534d70154bba8609b0bdf65b5ac1,"Vertrag Fix1, Gesamtwert, DispoGruppe, Planlieferzeit Vertrag, Vertrag_Fix2","kNN, IForest, COPOD",1.0
60091684,704926.0,5500006172.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,X5,20.0,17991.0,899.55,1.0,E20,2100.0,,5300494362.0,3.0,1,42,10403000,ST,0.0,a20a8ed3430143b2ba7106110184fc37,"Dispolosgröße, Planlieferzeit Vertrag, Vertrag Fix1","IForest, ECOD, COPOD",1.0
28262400,700235.0,4600007913.0,10.0,56.0,0,0,F,41.0,213,213.0,Z003,TB,0.0,0.0,0.0,1.0,,2000.0,,5300111582.0,3.0,2,2,10403000,ST,0.0,a2d78e3a2f9242469da0bb685616fa5b,"Planlieferzeit Vertrag, Vertrag OB, Planlieferzeit Mat-Stamm","IForest, ECOD",0.0
60075086,709741.0,5500008897.0,30.0,42.0,42,42,F,,213,213.0,Z008,X5,0.0,0.0,0.0,1.0,E20,2000.0,,5300496816.0,3.0,1,42,10403000,ST,0.0,ed0e5afc2f0e4ca7b564ec74e8ebbef3,"Dispolosgröße, Planlieferzeit Vertrag, Vertrag Fix1, Vertragsposition OB","ECOD, COPOD",1.0
60031482,702225.0,5500008899.0,20.0,42.0,42,112,F,30.0,213,213.0,Z008,TB,0.0,0.0,0.0,1.0,,2000.0,,5300389523.0,3.0,1,63,10403000,ST,0.0,4f7098c342484ac98f924539fe0377ef,"Sonderbeschaffungsart, DispoGruppe, Disponent, Infosatztyp",IForest,0.0
60091626,709741.0,5500006269.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,X5,40.0,35982.0,899.55,1.0,E20,2100.0,,5300494411.0,3.0,1,42,10403000,ST,0.0,4d858d11595a48f380d2e3a5f92169d9,"Dispolosgröße, Planlieferzeit Vertrag, Vertrag Fix1","IForest, ECOD, COPOD",1.0
23695601,714899.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Y6,40.0,1074306.0,26857.65,1.0,E14,2100.0,,5300467245.0,0.0,1,56,10403000,ST,0.0,abc7b489bc3b426389c5d50198d40106,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23100600UB,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,120.0,3455059.0,28792.158333333333,1.0,,2000.0,,5300430089.0,0.0,1,63,10403000,ST,0.0,7892ec723a434eceb9b9c5a0b6ba1f4a,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23100600UB,700119.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,120.0,3455059.0,28792.158333333333,1.0,,2000.0,,5300064464.0,3.0,1,63,10403000,ST,0.0,21b8a7f534814fb3b4e11d2e028ad250,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23246300,702225.0,5500006540.0,10.0,42.0,42,84,F,,213,213.0,Z008,Z3,34770.0,1447081.0,41.61866551624964,1.0,,2100.0,,5300057859.0,0.0,1,42,10401000,ST,0.0,cccae65db1434303baa9e99e6bab8d4b,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
24920350UB,708673.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,10.0,1325603.0,132560.3,1.0,,2000.0,,5300381654.0,0.0,1,70,10404000,ST,0.0,aa0badc3d1b648aeaac10719b44cab8b,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
60075082,709741.0,5500006449.0,10.0,42.0,42,42,F,,213,213.0,Z008,X5,0.0,0.0,0.0,1.0,E20,2100.0,,5300496813.0,3.0,1,42,10403000,ST,0.0,def98335d1f740ecbdcfaed929696d1f,"Dispolosgröße, DispoGruppe, Disponent, Infosatztyp",IForest,0.0
36020498,701098.0,,0.0,0.0,0,0,F,,213,213.0,Z001,Z1,0.0,0.0,0.0,1.0,,2000.0,,,,1,42,10502000,ST,0.0,066e8fb6e75c47d6b888664806338e5a,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
23279900,702225.0,5500006544.0,10.0,42.0,42,98,F,40.0,213,213.0,Z004,TB,0.0,0.0,0.0,1.0,,3000.0,,5300082580.0,0.0,1,42,550100000,ST,0.0,a898afc402aa40e49c8f07c55b52ea4f,"DispoGruppe, Kalender, Disponent, Warengruppe",IForest,0.0
24607100,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z004,TB,230.0,948275.0,4122.934782608696,1.0,,2000.0,,5300125683.0,0.0,1,63,550100000,ST,0.0,d6b17faaef6a41beac5cc3175a72b9b8,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23056300,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Z1,3230.0,940352.0,291.1306501547988,1.0,,3000.0,,5300148322.0,0.0,1,56,10501000,ST,0.0,05d07eafb1804a6592662079275b3119,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
28262300,700235.0,4600007912.0,10.0,56.0,0,0,F,41.0,213,213.0,Z003,TB,0.0,0.0,0.0,1.0,,2000.0,,5300111581.0,3.0,2,2,10403000,ST,0.0,50af872abdbe4f6c82a003bb457b6a4b,"Planlieferzeit Vertrag, Vertrag OB, Planlieferzeit Mat-Stamm","IForest, ECOD, COPOD",0.0
60044367,709741.0,5500008557.0,20.0,42.0,42,42,F,30.0,213,213.0,Z008,V9,30.0,258318.0,8610.6,1.0,E18,2100.0,,5300408325.0,3.0,1,42,10402000,ST,0.0,007bea0302a840a7b0afdb44715d6d55,"Vertrag Fix1, Kalender, Vertragsposition OB, Dispolosgröße, Planlieferzeit Vertrag","IForest, ECOD, COPOD",1.0
95194424,702225.0,5500006576.0,20.0,42.0,42,84,F,30.0,213,213.0,Z004,TB,67840.0,5691776.0,83.9,100.0,,2100.0,,5300193309.0,3.0,1,42,550100000,ST,0.0,e92734d1562a46eb80eabbea146e5928,"Vertrag Fix1, Vertragsposition OB, DispoGruppe, Planlieferzeit Vertrag, Vertrag_Fix2","IForest, ECOD, COPOD",0.0
60044367,709741.0,5500008898.0,20.0,42.0,42,42,F,30.0,213,213.0,Z008,V9,0.0,0.0,0.0,1.0,E18,2000.0,,5300408325.0,3.0,1,42,10402000,ST,0.0,e79f8a06e13a4d4fa18b7564946bce72,"Vertrag Fix1, Kalender, Vertragsposition OB, Dispolosgröße, Planlieferzeit Vertrag","IForest, ECOD, COPOD",1.0
60031306,702225.0,5500006583.0,10.0,42.0,42,112,F,30.0,213,213.0,Z008,TB,0.0,0.0,0.0,1.0,,2000.0,,5300389522.0,3.0,1,42,10403000,ST,0.0,57b6574b19b24a03a78b8a4132bfd603,"Sonderbeschaffungsart, DispoGruppe, Disponent, Infosatztyp",IForest,1.0
60012504,704926.0,5500004789.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,Y9,0.0,0.0,0.0,1.0,E14,2000.0,,5300392188.0,3.0,1,49,10403000,ST,0.0,513f94b95d244cf38a6c7b9d313ff300,"Sonderbeschaffungsart, DispoGruppe, Kalender, Infosatztyp",IForest,1.0
23481200,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Z1,750.0,1110637.0,1480.849333333333,1.0,,2100.0,,5300057780.0,0.0,1,49,10401000,ST,0.0,59ded466a3204332bfc5103026ae11cc,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23247400,702225.0,4600007877.0,10.0,14.0,0,0,F,42.0,213,213.0,Z004,TB,60.0,4524.0,75.4,1.0,,2000.0,,5300022312.0,3.0,1,63,550100000,ST,0.0,fb48e2f368864f5aa99232da826efc08,"Sonderbeschaffungsart, DispoGruppe, Vertrag OB","IForest, ECOD, COPOD",1.0
60036759,700585.0,5500006387.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,0.0,0.0,0.0,1.0,E14,2100.0,,5300388784.0,0.0,1,21,30202000,ST,0.0,ba2e093482db45faafbfe201f6883f07,"Dispolosgröße, Vertrag_Fix2, Kalender, Warengruppe",IForest,0.0
00330199,3000.0,,0.0,0.0,0,0,F,42.0,203,203.0,Z012,Y2,620.0,76766.0,123.81612903225806,1.0,E13,2000.0,,,,1,1,50300000,ST,0.0,41156669448a443a8864030423b38291,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00230239,700985.0,4600012575.0,10.0,84.0,0,0,F,,203,203.0,Z005,Y2,5080.0,26277.0,5.17263779527559,1.0,E13,3000.0,,5300076331.0,0.0,1,56,90400000,ST,0.0,0015cb0e960948e08e7d514d0d902b47,"Dispolosgröße, DispoGruppe, Vertrag OB, Warengruppe",IForest,0.0
00130207,700049.0,5500009048.0,10.0,21.0,21,60,F,,203,203.0,Z011,Y5,380.0,51866.0,136.48947368421054,1.0,E11,3000.0,,5300011904.0,0.0,1,21,70200000,ST,0.0,2ee9a2c4c6e84feca4b5c873325f5738,"Dispolosgröße, DispoGruppe, Warengruppe",IForest,0.0
00170070,700585.0,5500007092.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,5110.0,58216.0,11.39256360078278,1.0,E14,2100.0,,5300016250.0,0.0,1,14,140700000,ST,0.0,4f8529cb3b2f47be835d3a6aedcc4aa3,"Dispolosgröße, Vertrag_Fix2, Kalender",IForest,0.0
60027351,706085.0,5500009058.0,10.0,28.0,28,84,F,,203,203.0,Z011,Y5,350.0,1092835.0,3122.385714285714,1.0,E13,2100.0,,5300387610.0,0.0,1,56,70200000,ST,0.0,476138d058754848aad834438740a1a4,"Dispolosgröße, DispoGruppe, Vertrag Fix1","kNN, IForest",0.0
00300531,700368.0,,0.0,0.0,0,0,F,,203,203.0,Z010,Y9,0.0,0.0,0.0,100.0,E11,2000.0,,,,1,365,130700000,ST,0.0,80e0704fd972442daeda6a3e63f503be,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
23246106UB,700585.0,4600010906.0,10.0,56.0,0,0,F,,203,203.0,Z010,Y5,0.0,0.0,0.0,1.0,E14,2000.0,,5300057715.0,0.0,1,56,30203000,ST,0.0,6da892cc0b71483588a889bd1fa0c5a5,"Dispolosgröße, Kalender, Warengruppe, Vertrag OB",IForest,0.0
19210200,700585.0,5500008027.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,160.0,54574.0,341.0875,1.0,E14,2100.0,,5300094720.0,0.0,1,14,60200000,ST,0.0,8f7a96aa537e4593bc91ca1f753fa9e6,"Dispolosgröße, Vertrag_Fix2, Kalender",IForest,0.0
34732800,715408.0,4600012420.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2800.0,,5300436333.0,3.0,1,56,10403000,ST,0.0,e84c2fc3b59e4810a1f3cb736cc41039,"Infosatztyp, Vertrag OB, Einkäufer, Werk OB",IForest,0.0
34669500,715408.0,4600012132.0,70.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436667.0,3.0,1,56,10403000,ST,0.0,4e36d6871ad94c318163aa5d41501f0d,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
24362800UB,716048.0,4600011849.0,50.0,42.0,0,0,F,30.0,223,223.0,Z010,Z2,0.0,0.0,0.0,1.0,,2100.0,,5300468047.0,3.0,1,42,10401000,ST,0.0,b1e6c10235fd40ffb26cf5e5e8cfdc15,"Dispolosgröße, Infosatztyp, Vertrag OB, Einkäufer",IForest,0.0
60010192,715408.0,4600011858.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436585.0,3.0,1,56,10403000,ST,0.0,7a8d21ee0f014135afa72aa6df8e7cd9,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
34732800,715408.0,4600011456.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436333.0,3.0,1,56,10403000,ST,0.0,23953b9c324d44c4a83655feb90a0152,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
33332600,700000.0,4600012657.0,20.0,42.0,0,0,F,,223,223.0,Z001,V3,0.0,0.0,0.0,1.0,E19,2100.0,,5300387099.0,3.0,1,42,550100000,ST,0.0,9d35cd5ce9734cadaa2ffe5e3eb3d889,"Infosatztyp, Kalender, Einkäufer, Warengruppe",IForest,1.0
34686000,715408.0,4600011261.0,30.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436124.0,3.0,1,56,10403000,ST,0.0,e7d5a15db7574431b75415b0bf0687c8,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
01506900,700000.0,4600010139.0,10.0,14.0,0,0,F,,223,223.0,Z001,V3,0.0,0.0,0.0,1.0,E19,2100.0,,5300030404.0,3.0,1,14,10501000,ST,0.0,a65b62e53e5b4519a883aa709c49f9d8,"Infosatztyp, Kalender, Einkäufer, Vertrag OB",IForest,1.0
31240300,715408.0,4600012721.0,30.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436166.0,3.0,1,56,10402000,ST,0.0,bf5b60c894754a9e9c472a7f1ea28cd8,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
01150211,701263.0,,0.0,0.0,0,0,F,,223,223.0,Z001,Z1,0.0,0.0,0.0,1.0,,2000.0,,,,1,28,10102000,ST,0.0,29fcd0b1c2d3435296cb99fbbb2b3bba,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
34686700,715408.0,,0.0,0.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,,,1,56,10403000,ST,0.0,8382eb37ee0240e89ba7932de00f4d16,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
31260200,715408.0,4600012721.0,40.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436170.0,3.0,1,56,10403000,ST,0.0,554b3d45d03c4936b6cd6ab2257ebc93,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
35190250UB,704926.0,4600012419.0,130.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0.0,0.0,1.0,,2000.0,,5300173749.0,3.0,1,42,10403000,ST,0.0,f448cd79ee154ef4945fc9b40a0e4951,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
35140100,715408.0,4600011262.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,,,1,56,10403000,ST,0.0,78e537b27c4147a9b79ed618e84c42c3,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
23116300,715408.0,4600012906.0,50.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,90.0,939402.0,10437.8,1.0,,2000.0,,5300548433.0,3.0,1,56,10400000,ST,0.0,a3195a5228e447e2bbbf534152346156,"Gesamtwert, Vertragsposition OB, DispoGruppe, Planlieferzeit Vertrag, Vertrag OB","kNN, IForest, ECOD, COPOD",1.0
34733200,715408.0,4600012134.0,30.0,56.0,0,0,F,40.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,3000.0,,5300436336.0,3.0,1,56,10403000,ST,0.0,cf42585b2bdc42d892f083d0c4d2c966,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
35195150UB,704926.0,4600012419.0,120.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0.0,0.0,1.0,,2000.0,,5300177434.0,3.0,1,56,10402000,ST,0.0,3ab9df86604046989d5fa1045081124d,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
23305700UB,704926.0,4600012950.0,20.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0.0,0.0,1.0,,2100.0,,5300091115.0,3.0,1,42,10402000,ST,0.0,a7d0430595dc44ef8ef2d1bab8c88b9b,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
28210400UB,704926.0,4600009210.0,90.0,42.0,0,0,F,30.0,223,223.0,Z001,Y2,0.0,0.0,0.0,1.0,E13,2100.0,,5300357259.0,3.0,1,42,10403000,ST,0.0,2574fa6520da462f96f55c49f9f66635,"Dispolosgröße, Infosatztyp, Vertrag OB, Einkäufer",IForest,1.0
31280100,715408.0,4600012721.0,60.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436214.0,3.0,1,56,10403000,ST,0.0,f3647da826974161a25219fd0b591441,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
35191960UB,704926.0,4600012419.0,60.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0.0,0.0,1.0,,2000.0,,5300173751.0,3.0,1,42,10403000,ST,0.0,b0b1f577279441ec903f048478f07312,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
34675300,715408.0,4600012159.0,10.0,56.0,0,0,F,,223,223.0,Z004,TB,90.0,3645055.0,40500.61111111111,1.0,,2000.0,,5300435053.0,0.0,1,56,10403000,ST,0.0,d4d13ffd6c04498dbdf4658aad0100a6,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
01507700,700000.0,4600012780.0,10.0,42.0,0,0,F,,223,223.0,Z001,V9,120.0,28788.0,239.9,1.0,E19,2100.0,,5300387098.0,3.0,1,14,550100000,ST,0.0,578b44f84d9f41eaab70a1b3ddfe8bd4,"Infosatztyp, Kalender, Einkäufer, Warengruppe",IForest,0.0
35140200,715408.0,4600011914.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,30.0,74190.0,2473.0,1.0,,2000.0,,5300436353.0,3.0,1,56,10403000,ST,0.0,f15510f25c3f445194582b4c683a789f,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
00422296,701263.0,,0.0,0.0,0,0,F,,223,223.0,Z001,Z1,0.0,0.0,0.0,100.0,,2000.0,,,,1,42,10103000,ST,0.0,0505b08755604e94aea079f250039dda,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
35140100,715408.0,4600011262.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436249.0,3.0,1,56,10403000,ST,0.0,cc4a44406f0d4015bcb6a01202c71794,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
23112200,715408.0,4600012826.0,10.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,320.0,2536283.0,7925.884375,1.0,,2000.0,,5300544749.0,0.0,1,56,10403000,ST,0.0,e20cfcfa8ed9439cb7ebed930d91692c,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
24366900,715408.0,,0.0,0.0,0,0,F,,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,,,1,56,10403000,ST,0.0,590cf55e3ae04db2b847f5a1707dbb98,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
34685900,715408.0,4600012134.0,50.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,30.0,1182702.0,39423.4,1.0,,2000.0,,5300436123.0,3.0,1,56,10403000,ST,0.0,5d82c2bb6a7445039b949cfb7c61a403,"Gesamtwert, Vertragsposition OB, DispoGruppe, Planlieferzeit Vertrag, Vertrag OB","kNN, IForest, ECOD, COPOD",1.0
34732800,715408.0,4600011456.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436332.0,3.0,1,56,10403000,ST,0.0,a5663e9f554b4e159fba4253f0fcae1b,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
24736550,704837.0,,0.0,0.0,0,0,F,30.0,213,213.0,Z001,Z4,1510.0,1072402.0,710.2,1.0,,2000.0,,5300168539.0,3.0,2,14,10401000,ST,0.0,97c253e625b64dd9bf200a7f3d93a5ab,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
24042300,709741.0,,0.0,0.0,0,0,F,,213,213.0,Z008,V9,1690.0,1317206.0,779.4118343195266,1.0,E18,2100.0,,5300195559.0,0.0,1,42,10401000,ST,0.0,0e463d2856da49d8b0d27098168b3d75,"Lieferant OB, Materialnummer",kNN,1.0
60051412,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z004,TB,20.0,1133333.0,56666.65,1.0,,2000.0,,5300430167.0,0.0,1,63,10404000,ST,0.0,4cb1866d6a6e4dffbc2db361f9062727,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
