Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm
00360041,701806,5500000525.0,10,4,4,60,F,,708,708.0,Z011,V5,1180,254,0.21525423728813559,100,E98,2100,,5300174019.0,0.0,2,4,140100000,ST,0,53244918077a44569a57988d2671cdaa,Dispolosgröße,"ECOD, COPOD"
36020660,704955,,0,0,0,0,F,,272,272.0,Z012,Z1,0,0,0.0,100,,3000,,,,1,42,010102000,ST,0,7bc6a44b2d244e86907d1c0ac9caa83e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04005230,706943,,0,0,0,0,F,,208,208.0,Z001,Z7,0,0,0.0,1,,2000,,,,1,45,130000000,ST,0,f301289122434401bee1dcd41b7705d5,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00346328,702686,5500001955.0,20,28,28,112,F,,715,715.0,Z003,Y5,1540,705883,458.3655844155844,1,E13,2000,,5300095666.0,0.0,1,84,080100000,ST,0,436b456fde0f4f2c86e49c38d5e8c223,"Gesamtwert, Vertrag_Fix2, Vertragsposition OB, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00370288,701806,5500003545.0,10,4,4,60,F,,708,708.0,Z008,V5,8590,58734,6.837485448195577,100,E98,2100,,5300190081.0,0.0,2,4,140100000,ST,0,21be6f82572345d2961e92e2946e92e3,Dispolosgröße,"ECOD, COPOD"
00360462,701806,5500000785.0,10,4,4,60,F,,708,708.0,Z008,V5,13500,19593,1.4513333333333334,100,E98,2000,,5300168642.0,0.0,2,4,140100000,ST,0,6a3c04e9a38e43b1a463eb9aa90a7c95,Dispolosgröße,"ECOD, COPOD"
95196003,700808,,0,0,0,0,F,,217,217.0,Z012,Z1,2930,3010811,1027.5805460750853,1,,3000,,5300179181.0,0.0,1,112,080800000,ST,0,f271a8f2f8bc4d1fa6eeb7292d572e2e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34071551,710155,5500009088.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1870,685729,366.7,1,,2000,,5300460735.0,3.0,1,14,040000000,ST,0,0f2d18f56008487c854e70dab45c351b,"Dispolosgröße, Warengruppe, Gesamtwert, Einkäufer, Disponent","ECOD, COPOD"
00100308,708551,5500003731.0,10,14,14,60,F,,708,708.0,Z010,Y5,5080,37352,7.3527559055118115,1,E14,2000,,5300149251.0,0.0,1,60,070300000,ST,0,8e9cec0adfd349ffa74c50327c991545,"Gesamtbestand, Disponent, Dispolosgröße, Warengruppe",IForest
00360388,701806,5500000602.0,10,4,4,60,F,,708,708.0,Z008,V5,4190,37279,8.897136038186158,100,E98,2100,,5300174134.0,0.0,2,4,140100000,ST,0,05fdddcf6d4f4d58aad069ad7cd31b47,Dispolosgröße,"ECOD, COPOD"
00393674,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,530104000,ST,0,beee64e72a4b48a2bef530fc160c2211,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00341661,1900,,0,0,0,0,F,,275,275.0,Z012,Z7,440,2058518,4678.45,1,,3000,,5300149445.0,0.0,1,42,080300000,ST,0,0247532529b1431d8b5fb8c7df02aa2e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00111391,719499,,0,0,0,0,F,30.0,706,706.0,Z008,Y9,310,2213524,7140.4,1,E13,2000,,5300548561.0,3.0,1,14,550100000,ST,0,4ab42fb48cb24bbcb56194a701589f8c,"Infosatztyp, Einkäufer, Warengruppe, Vertragsposition OB","kNN, IForest"
00347661,708038,5500007280.0,10,14,14,84,F,,715,715.0,Z001,Y6,60,133404,2223.4,1,E11,2000,,5300173732.0,0.0,1,84,080100000,ST,0,3cfc9e6cbca44517a8029b6105b204d9,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
33336100,701528,5500006358.0,10,14,14,56,F,,733,733.0,Z011,Y9,560,4536,8.1,1,E15,2100,,5300094255.0,0.0,1,56,060200000,ST,0,24541d77d97d4b299b4610bbe6457c34,"Einkäufer, Disponent","IForest, COPOD"
00360133,701806,5500000737.0,10,4,4,60,F,,708,708.0,Z011,V5,31410,28918,0.9206622094874244,100,E98,2000,,5300174149.0,0.0,2,4,140100000,ST,0,cac4801d1e5e4c4d8d52e56847f372d1,Dispolosgröße,"ECOD, COPOD"
00170013,700020,5500002202.0,10,4,4,60,F,,708,708.0,Z011,X5,41330,128948,3.1199612872005806,100,E20,2100,,5300015850.0,0.0,1,4,050500000,ST,0,e5a60859ddd84f53897dc9b6a20ddb0e,"Dispolosgröße, Warengruppe","ECOD, COPOD"
60075909,709741,5500008553.0,10,42,42,42,F,,713,713.0,Z008,X5,10,2850,285.0,1,E20,2100,,5300530902.0,0.0,1,42,010401000,ST,0,61ef90e1eb114b749ef2312ca765a107,"Dispolosgröße, Planlieferzeit Vertrag, Einkäufer, Disponent, Vertrag Fix1","ECOD, COPOD"
00350783,701806,5500002564.0,10,4,4,60,F,,708,708.0,Z011,V5,33530,4521,0.13483447658813003,100,E98,2000,,5300377236.0,0.0,2,4,140200000,ST,0,89088cab7635450d8beea36fba20d5b3,Dispolosgröße,"ECOD, COPOD"
04005211,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,160,4816,30.1,1000,,3000,,,,1,35,130000000,ST,0,c193a5372e6547f69b746a814140ff9f,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00120804,700339,5500009021.0,10,21,21,84,F,,708,708.0,Z011,Y9,1140,228349,200.3061403508772,1,E15,2100,,5300476226.0,0.0,1,42,070400000,ST,0,e5224c4f83aa4e2080feeb413797c0a7,"Warengruppe, Disponent, Dispolosgröße, Kalender",IForest
34181506UB,700585,4600009387.0,10,35,0,0,F,,203,203.0,Z010,Y5,1060,149045,140.60849056603774,1,E14,3000,,5300057714.0,0.0,1,35,030203000,ST,0,c9927481d0f945a9888222fc87ad6395,"Warengruppe, Vertrag OB, Dispolosgröße, Kalender",IForest
00150103,700585,5500008017.0,10,14,14,182,F,,203,203.0,Z010,Y5,90,35928,399.2,1,E14,2100,,5300015421.0,0.0,1,14,130401000,ST,0,82a4c9f57b2e4c2383a883c78e63de32,"Warengruppe, Dispolosgröße, Vertrag_Fix2, DispoGruppe",IForest
00330857,706382,5500000220.0,20,14,14,91,F,,733,733.0,Z008,Y9,10,42875,4287.5,1,E13,2000,,5300136734.0,0.0,1,14,110400000,ST,0,b0420faa27e7431fbd3af4aa5f0ee8d8,"Einkäufer, Disponent, Vertrag_Fix2, Vertragsposition OB","ECOD, COPOD"
00230098,702565,5500000291.0,10,14,14,90,F,,206,206.0,Z003,Y6,1780,2599,1.4601123595505618,1,E15,2000,,5300005626.0,0.0,1,14,090400000,ST,0,cee60c326bc74d58a37772777b06a32e,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
00360294,701806,5500003070.0,10,4,4,60,F,,708,708.0,Z011,V5,390,474,1.2153846153846153,100,E98,2000,,5300383678.0,0.0,2,4,140100000,ST,0,5ab4a6de2ab34419a6ed266dbb3085fa,Dispolosgröße,"ECOD, COPOD"
00346605,711970,5500001910.0,20,14,14,84,F,,715,715.0,Z001,Y5,1240,1606723,1295.7443548387096,1,E13,2000,,5300195215.0,0.0,1,84,080100000,ST,0,fcd879e8f64946549bc3ef806a4d5aec,"Gesamtwert, Vertrag_Fix2, Vertragsposition OB, Einkäufer, Disponent","kNN, IForest, ECOD, COPOD"
00311357,701306,4600012540.0,10,42,0,0,F,,202,202.0,Z001,Y9,3040,2080733,684.4516447368421,1,E13,2000,,5300387807.0,0.0,1,182,030202000,ST,0,a0f61d0312544e98a4e0683fd2d6762f,"Disponent, Einkäufer, Dispolosgröße, Warengruppe","kNN, IForest"
00371164,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,21,140100000,ST,0,55bbff38b8104af1bc49cc94257c78a9,"Infosatznummer, Materialnummer, Lieferant OB",kNN
21261200,715408,4600012719.0,10,56,0,0,F,,223,223.0,Z004,TB,100,1228712,12287.12,1,,2100,,5300547552.0,0.0,1,56,010403000,ST,0,25d21700739b4127aa0b165b69df7cab,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00347721,708038,5500006700.0,10,14,14,84,F,,715,715.0,Z001,Y5,30,51351,1711.7,1,E11,2000,,5300174781.0,0.0,1,84,080100000,ST,0,6abf5ce60d53435fbce529454e880b10,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
23246104,700230,5500000003.0,20,14,14,84,F,,715,715.0,Z001,Y5,189580,777281,4.100015824454056,100,E14,2000,,5300022098.0,3.0,1,14,100202000,ST,0,47e26ff8e02948208df4c2d368052140,"Einkäufer, Disponent, Vertrag_Fix2, Vertragsposition OB","IForest, ECOD, COPOD"
04005268,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,100,113,1.13,1000,,3000,,,,1,35,140100000,ST,0,8fe24b3d515a49229c51999fdfb7621c,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360014,701806,5500000626.0,10,4,4,60,F,,708,708.0,Z011,V5,2230,2097,0.9403587443946189,100,E98,2100,,5300174159.0,0.0,2,4,140100000,ST,0,496e9084553347bdb967ac51f1db1f23,Dispolosgröße,"ECOD, COPOD"
23840300UB,709741,5500003433.0,40,42,42,42,F,30.0,713,713.0,Z008,V9,0,0,0.0,1,E18,2100,,5300370661.0,0.0,1,42,010403000,ST,0,2f105bb5593140d4837db40b27a8cb29,"Dispolosgröße, Planlieferzeit Vertrag, Vertragsposition OB, Vertrag Fix1, Einkäufer, Disponent, Kalender","ECOD, COPOD"
00330880,703002,,0,0,0,0,F,,208,208.0,Z001,Y9,3300,1621163,491.26151515151514,1,E11,3000,,5300155860.0,0.0,1,84,110600000,ST,0,2e9a4b59b2054b5f9edb560124133eff,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00347875,711970,5500005999.0,10,14,14,84,F,,715,715.0,Z001,Y5,820,3345887,4080.35,1,E13,2000,,5300194091.0,0.0,1,84,080300000,ST,0,d1057715330a4df78fa135352ff23e77,"Einkäufer, Disponent, Vertrag_Fix2, Gesamtwert","kNN, IForest, COPOD"
00370117,701806,5500000761.0,10,4,4,60,F,,708,708.0,Z008,V5,382350,140036,0.36625081731397935,100,E98,2100,,5300174223.0,0.0,2,4,140300000,ST,0,632d8223cee34ed497ece495d8541b73,"Gesamtbestand, Dispolosgröße","ECOD, COPOD"
34067301,710155,5500009109.0,10,28,28,28,F,30.0,702,702.0,Z005,X1,1810,911964,503.8475138121547,1,,3000,,5300545547.0,3.0,1,28,040100000,ST,0,85f3567270aa41c98d993893704b976f,"Dispolosgröße, Warengruppe, Gesamtwert, DispoGruppe, Einkäufer, Disponent, Vertrag Fix1","kNN, IForest, ECOD, COPOD"
00230100,701806,5500000726.0,10,4,4,60,F,,708,708.0,Z011,V5,2700,1426,0.5281481481481481,100,E98,2000,,5300174003.0,0.0,2,4,140300000,ST,0,9abe5b12a4114851a31acbb75471b12e,Dispolosgröße,"ECOD, COPOD"
60045265,701318,,0,0,0,0,F,30.0,202,202.0,Z001,Y9,120,2169372,18078.1,1,E13,2100,,5300443918.0,3.0,1,42,010403000,ST,0,dff1615744ac44668eadbf9e93cb5e85,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00346979,707195,,0,0,0,0,F,,276,276.0,Z012,Z1,380,500,1.3157894736842106,100,,3000,,,,1,140,080600000,ST,0,d665109ac6244013b5e619277f28ff99,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60010389,709741,5500008547.0,10,42,42,42,F,,713,713.0,Z008,X5,110,113726,1033.8727272727272,1,E20,2100,,5300530896.0,0.0,1,42,010401000,ST,0,c793d15667df4ab8b8819d24ed03dfb8,"Dispolosgröße, Planlieferzeit Vertrag, Einkäufer, Disponent, Vertrag Fix1","ECOD, COPOD"
00360047,701806,5500000544.0,10,4,4,60,F,,708,708.0,Z011,V5,1560,2946,1.8884615384615384,100,E98,2100,,5300174056.0,0.0,2,4,140100000,ST,0,1af4585e6bb244abbb823c364da5aad2,Dispolosgröße,"ECOD, COPOD"
00230140,702565,5500003023.0,10,14,14,90,F,,206,206.0,Z003,Y6,620,8667,13.979032258064516,1,E15,3000,,5300005774.0,0.0,1,14,090400000,ST,0,6ef4c69c897b421191bc5a979d2bbfa6,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
00345050,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,0.0,1,E13,2100,,,,1,84,080100000,ST,0,46596be2425e474ab0c7fa57c41fa6c0,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04006473,1900,,0,0,0,0,F,,279,279.0,Z001,Y4,150,2928685,19524.566666666666,1,E11,3000,,5300143232.0,0.0,1,47,070100000,ST,0,9f75e287435d4e19913d22bc14ae9543,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34063506,710155,5500009099.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,5930,683136,115.2,1,,2100,,5300460738.0,3.0,1,14,040100000,ST,0,e71130a007cf46a4b47b19e0875507e0,"Gesamtbestand, Dispolosgröße, Warengruppe, Gesamtwert, Einkäufer, Disponent","IForest, ECOD, COPOD"
60049403,709741,5500008551.0,10,42,42,42,F,,713,713.0,Z008,X5,10,13549,1354.9,1,E20,2100,,5300530900.0,0.0,1,42,010102000,ST,0,e741deab293a4ff8a40b1abf7d34f699,"Dispolosgröße, Planlieferzeit Vertrag, Einkäufer, Disponent, Vertrag Fix1","ECOD, COPOD"
00130915,700049,5500001143.0,10,14,14,60,F,,703,703.0,Z011,Y5,370,403297,1089.9918918918918,1,E11,2000,,5300072900.0,0.0,1,14,070200000,ST,0,0d45809e70f5488d93e671a61e4b36be,Materialnummer,"IForest, COPOD"
00371144,706261,,0,0,0,0,F,,272,272.0,Z012,Y4,990,7176,7.248484848484848,100,E13,3000,,,,1,7,140100000,ST,0,82acef4f37c34a0ebbe412ee8c9c5508,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00370228,701806,5500000733.0,10,4,4,60,F,,708,708.0,Z011,V5,60,203,3.3833333333333333,100,E98,2000,,5300174125.0,0.0,2,4,140700000,ST,0,157b05b6e0204a2383db9a336069bec9,Dispolosgröße,ECOD
00393632,704507,,0,0,0,0,F,,206,206.0,Z001,Z7,1185000,315696,0.2664101265822785,1,,2100,,5300095229.0,0.0,1,30,530104000,ST,0,24137b5bb1cd41de80dfea4334604342,"Gesamtbestand, Infosatznummer, Materialnummer, Lieferant OB",kNN
00360723,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,21,140100000,ST,0,334a18a9c40f43a396b784e4163460ad,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23112400,715408,4600012826.0,30,56,0,0,F,30.0,223,223.0,Z013,TB,130,1238468,9526.676923076922,1,,2000,,5300544752.0,0.0,1,56,010403000,ST,0,d9e6c213d1c4402ab5fc4f93a0bff668,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04004099,706261,,0,0,0,0,F,,272,272.0,Z012,Y2,1000,57076,57.076,1,E13,3000,,,,1,7,140300000,ST,0,bba9c1daa9414c678ab7567855829f7c,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00110028,702584,5500002103.0,20,28,28,84,F,,203,203.0,Z010,Y9,770,31972,41.52207792207792,1,E13,2000,,5300136800.0,2.0,1,28,070700000,ST,0,390d621a00524593a976463b7398ab0d,"Infosatztyp, Vertrag_Fix2, Vertrag Fix1, Vertragsposition OB","IForest, ECOD, COPOD"
60021564,700074,4600012860.0,20,28,0,0,F,,202,202.0,Z001,Y5,19300,4328156,224.25678756476685,1,E12,2100,,5300373590.0,0.0,1,154,040100000,ST,0,416d5adcaaa4427e9f17038d74993970,"Gesamtbestand, Warengruppe, Gesamtwert, Vertrag OB, Vertragsposition OB","kNN, IForest, ECOD, COPOD"
00310519,700131,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,0.0,100,,2100,,,,1,119,100201000,ST,0,6d6009accd24471a852398f50b91510a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04005214,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,50,33465,669.3,1,,3000,,,,1,35,130000000,ST,0,c2dcdcd9c23542b3920a74ba914dfa83,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00370771,706261,,0,0,0,0,F,,272,272.0,Z012,Y6,940,5452,5.8,100,E13,3000,,,,1,7,140100000,ST,0,9efcce1ca2354911be77fc4ac314c63f,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23247400,702225,4600007877.0,10,14,0,0,F,40.0,213,213.0,Z004,TB,0,0,0.0,1,,2100,,5300022312.0,3.0,1,63,550100000,ST,0,0514840bed0a49b08ea8f09b62fcc2c9,"Infosatztyp, Warengruppe, DispoGruppe",IForest
31125303,2000,,0,0,0,0,F,41.0,992,992.0,Z003,Z6,660,18341,27.78939393939394,1,,2000,,,,2,2,010102000,ST,0,6fdea64b5e404710979b9da89004d985,"Infosatztyp, Infosatznummer, Dispolosgröße, DispoGruppe","kNN, IForest"
00360327,701806,5500000340.0,10,4,4,60,F,,708,708.0,Z011,V4,150,1298,8.653333333333334,100,E98,2000,,5300174020.0,0.0,2,4,140100000,ST,0,ad50d53f28ed4b8ead159605ce97d9f7,Dispolosgröße,"ECOD, COPOD"
34283300,702225,5500006597.0,10,42,42,112,F,,213,213.0,Z008,Z1,2140,341126,159.40467289719626,1,,2100,,5300095360.0,0.0,1,42,010401000,ST,0,fd4e8c249f9944879658a9a7c1416cf4,"Einkäufer, Planlieferzeit Vertrag, Disponent, Vertrag_Fix2",IForest
00360010,701806,5500000568.0,10,4,4,60,F,,708,708.0,Z011,V5,6040,3171,0.525,100,E98,2100,,5300174086.0,0.0,2,4,140100000,ST,0,191947524f3244649244e9d07ab06f56,Dispolosgröße,"ECOD, COPOD"
95185219,701528,,0,0,0,0,F,30.0,233,233.0,Z011,Y6,660,3827802,5799.7,1,E14,2000,,5300164801.0,3.0,1,56,550100000,ST,0,8c44239b561d470eaa0842c2492e9f7d,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360218,701806,5500000910.0,10,4,4,60,F,,708,708.0,Z011,V4,6050,1337,0.2209917355371901,100,E98,2100,,5300173972.0,0.0,2,4,140100000,ST,0,54d10f0f57a74f73b7a97ff2736c2a9b,Dispolosgröße,"ECOD, COPOD"
60038981,702225,5500008642.0,10,42,42,112,F,30.0,713,713.0,Z008,EX,10,312484,31248.4,1,,2100,,5300393698.0,3.0,1,42,010403000,ST,0,216a93dadd304da0a2a4d5a67e172132,"Planlieferzeit Vertrag, Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00360033,701806,5500000620.0,10,4,4,60,F,,708,708.0,Z011,V5,12670,15916,1.2561957379636937,100,E98,2100,,5300174153.0,0.0,2,4,140100000,ST,0,36534feb9c184709aec5c59bb2ca17cb,Dispolosgröße,"ECOD, COPOD"
34063504,710155,5500009108.0,10,14,14,14,F,30.0,702,702.0,Z010,Y9,1030,250183,242.89611650485438,1,E13,3000,,5300460747.0,3.0,1,14,040100000,ST,0,4a36801ba310449eab5ca3349ca22eaf,"Einkäufer, Disponent, Warengruppe","IForest, ECOD, COPOD"
60069606,708038,5500006766.0,10,14,14,84,F,,715,715.0,Z001,Y5,660,1549045,2347.037878787879,1,E11,2100,,5300456827.0,0.0,1,84,080100000,ST,0,f6c9c0bc036f4c27877df1c5e02d01bf,"Einkäufer, Disponent, Vertrag_Fix2, Gesamtwert","kNN, IForest, ECOD"
28077802,701528,5500000019.0,20,28,28,56,F,,733,733.0,Z011,Y9,21430,2833262,132.2100793280448,1,E14,2000,,5300113394.0,0.0,1,28,060100000,ST,0,76612db8d0e14cfb8b7fc8756893554d,"Gesamtbestand, Gesamtwert, Vertragsposition OB, Einkäufer, Disponent, Vertrag Fix1","kNN, IForest, ECOD, COPOD"
00360335,701806,5500000507.0,10,4,4,60,F,,708,708.0,Z011,V4,940,3105,3.3031914893617023,100,E98,2100,,5300173988.0,0.0,2,4,140100000,ST,0,a67c5362e4be4506935fda4899b9662f,Dispolosgröße,"ECOD, COPOD"
60058172,709741,5500006447.0,10,42,42,42,F,,713,713.0,Z008,V9,0,0,0.0,1,E18,2100,,5300434058.0,0.0,1,42,010403000,ST,0,5c30603f52c44d7bbe865de62da6094e,"Dispolosgröße, Planlieferzeit Vertrag, Vertrag Fix1, Einkäufer, Disponent, Kalender",ECOD
60034805,700537,5500006477.0,10,42,42,112,F,,203,203.0,Z010,Y5,170,259343,1525.5470588235294,1,E13,2100,,5300386782.0,0.0,1,98,070600000,ST,0,4a451dab993045e6932d2e0648178323,"Warengruppe, Dispolosgröße, Vertrag_Fix2, DispoGruppe",IForest
00345311,711970,5500002112.0,20,14,14,84,F,,715,715.0,Z001,Y5,660,702471,1064.35,1,E13,2100,,5300193681.0,0.0,1,84,080100000,ST,0,affdc1f130f34329ab01ea0662c6c894,"Vertragsposition OB, Dispolosgröße, Gesamtwert",IForest
23051409,700230,5500001881.0,20,14,14,84,F,,715,715.0,Z001,Y4,48540,111191,2.2907086938607333,100,E14,3000,,5300156824.0,0.0,1,14,100202000,ST,0,91d85bcb03604531b0bac3a052d77821,"Dispolosgröße, Warengruppe, Vertragsposition OB",IForest
24353600UB,700722,4600011069.0,10,56,0,0,F,30.0,228,228.0,Z005,Y9,0,0,0.0,1,E15,2100,,5300428494.0,3.0,1,56,010402000,ST,0,61a4ed7f16f84e34a2c2bb291ec74152,"Infosatztyp, Dispolosgröße, Kalender",IForest
00200192,700020,5500005841.0,10,28,28,60,F,,708,708.0,Z011,X4,3120,2009,0.6439102564102565,100,E20,3000,,5300173132.0,0.0,1,28,100202000,ST,0,c1fbed18e5c44d42a6786f8d78d167c9,"Warengruppe, Gesamtbestand, Disponent, Kalender",IForest
60010323,700574,,0,0,0,0,F,,233,233.0,Z011,Y9,180,2146968,11927.6,1,E13,2000,,5300362475.0,0.0,1,70,110400000,ST,0,05aafc7f27ce47ad9283af079ae2f7f2,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00385796,703870,5500004663.0,10,40,40,70,F,,207,207.0,Z001,Z3,1370,881182,643.1985401459854,1,,2100,,5300123078.0,0.0,1,98,040300000,ST,0,47d4bf99cacd4abfaa3769173c082e47,"Warengruppe, Gesamtwert, Planlieferzeit Vertrag, Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","ECOD, COPOD"
04005235,706943,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,0.0,1000,,2100,,,,1,999,130000000,ST,0,9098a8dd37404d16bc4c10413b5fefb6,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00215840,701806,5500003594.0,10,4,4,60,F,,708,708.0,Z011,V4,780,6368,8.164102564102564,100,E98,2000,,5300392211.0,0.0,2,4,140100000,ST,0,815467e36e2f40398be91a01ac2ee128,Dispolosgröße,ECOD
00341219,707165,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,0.0,100,,2100,,,,1,70,080300000,ST,0,0e3e804cde1a48348194c3e9856bd092,"Infosatznummer, Materialnummer, Lieferant OB",kNN
04005887,702686,,0,0,0,0,F,,215,215.0,Z003,Y4,50,1625,32.5,1,E13,3000,,,,1,84,080100000,ST,0,f522358f135e42fd9a832f2f7e51c167,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00310262,702040,,0,0,0,0,F,30.0,706,706.0,Z011,Y9,4200,92610,22.05,1,E13,3000,,5300000800.0,3.0,1,14,550100000,ST,0,286025be63a244ff9b5b102c368b3624,"Infosatztyp, Einkäufer, Warengruppe, Vertragsposition OB",IForest
01503224,700230,5500000040.0,30,14,14,84,F,,715,715.0,Z001,Y5,37390,97208,2.599839529285905,100,E14,2000,,5300030099.0,0.0,1,14,140100000,ST,0,19923165a48948ef86c710e50df4b929,"Einkäufer, Disponent, Vertrag_Fix2, Vertragsposition OB","ECOD, COPOD"
60051399,702399,4600011230.0,50,42,0,0,F,30.0,228,228.0,Z001,Y9,0,0,0.0,1,E15,2100,,5300431216.0,3.0,1,42,010402000,ST,0,1efb9f35a2324bb5911b150930599699,"Infosatztyp, Dispolosgröße, Kalender, Vertragsposition OB",IForest
60049873,708038,5500006760.0,10,14,14,84,F,,715,715.0,Z001,Y6,440,94302,214.32272727272726,1,E11,2000,,5300416226.0,0.0,1,84,080100000,ST,0,f3605cad58f848588623dd7bfe51a925,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
00360621,701806,5500000205.0,10,4,4,60,F,,708,708.0,Z011,V5,56460,14005,0.24805171803046405,100,E98,2000,,5300162910.0,0.0,2,4,140100000,ST,0,7113bf084135488ea27a2279d490011e,Dispolosgröße,"ECOD, COPOD"
35140200,715408,4600011262.0,20,42,0,0,F,,223,223.0,Z004,TB,0,0,0.0,1,,2100,,5300436353.0,3.0,1,56,010403000,ST,0,5c1d3da88b95401c9b22762182d3eb8f,"Infosatztyp, Vertragsposition OB, DispoGruppe",IForest
60039277,718689,5500007916.0,10,14,14,140,F,,733,733.0,Z008,Y9,100,388789,3887.89,1,E13,2000,,5300535605.0,0.0,1,14,110200000,ST,0,aabf2bee36394d08830718c4f3800a51,"Einkäufer, Disponent, Vertrag_Fix2","ECOD, COPOD"
01242503,701710,5500002261.0,20,14,14,42,F,,731,731.0,Z008,Y5,2250,123748,54.99911111111111,100,E14,2000,,5300126536.0,0.0,1,14,100202000,ST,0,0cc26e4ee43846a789cc065aec2e83b8,"Einkäufer, Disponent, Vertragsposition OB","ECOD, COPOD"
60010407,709741,5500008548.0,10,42,42,42,F,,713,713.0,Z008,X5,180,128802,715.5666666666667,1,E20,2100,,5300530897.0,0.0,1,42,010401000,ST,0,2dffc3eb25754487879f524e9f746db8,"Dispolosgröße, Planlieferzeit Vertrag, Einkäufer, Disponent, Vertrag Fix1","ECOD, COPOD"
00270211,702584,5500002018.0,20,14,14,120,F,,203,203.0,Z010,Y9,210,157888,751.847619047619,1,E13,2100,,5300007938.0,0.0,1,14,071000000,ST,0,0f24b91e06464b929c81d892fa24564a,"Dispolosgröße, Warengruppe, Vertragsposition OB",IForest
00360535,706261,,0,0,0,0,F,,272,272.0,Z012,Y5,860,17255,20.063953488372093,100,E13,3000,,,,1,7,140100000,ST,0,ffc07f72cef340d8bd427974036cba2a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34732800,715408,4600011456.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,0.0,1,,2000,,5300436333.0,3.0,1,56,010403000,ST,0,661446a45eb549d18c9f2fa5efee9632,"Infosatztyp, Einkäufer, DispoGruppe",IForest
00360324,701806,5500000404.0,10,4,4,60,F,,708,708.0,Z011,V5,690,4272,6.191304347826087,100,E98,2000,,5300174094.0,0.0,2,4,140100000,ST,0,c7230712856d41d0a694e7ce1a2062a2,Dispolosgröße,"ECOD, COPOD"
34687400,719499,,0,0,0,0,F,30.0,706,706.0,Z008,Y9,7930,6485154,817.8,1,E13,3000,,5300548567.0,3.0,1,21,550100000,ST,0,e95e392dd14748f1a57f7fd6147820b2,"Infosatztyp, Gesamtbestand, Warengruppe, Vertragsposition OB","kNN, IForest"
